user_id,y,R,G,B1,L,A,B,H,S,V
./black_ctc_tailor/ctc_face_dev_16385.png,5,145.328,132.485,135.533,132.571,136.274,131.407,98.8292,38.9113,139.418
./black_ctc_tailor/ctc_face_dev_16858.png,5,157.184,128.166,119.364,138.193,139.292,138.322,10.8454,68.9449,154.792
./black_ctc_tailor/ctc_face_dev_15531.png,5,147.54,122.032,107.097,103.746,139.852,144.949,10.7917,110.595,123.007
./black_ctc_tailor/ctc_face_dev_19162.jpg,5,143.678,109.493,100.332,105.623,143.902,141.394,6.39657,103.125,129.273
./black_ctc_tailor/ctc_face_dev_17287.png,5,146.396,106.726,91.3696,115.077,144.127,145.045,8.15616,111.067,140.821
./black_ctc_tailor/ctc_face_dev_18814.png,5,159.998,133.071,116.001,122.313,138.888,145.279,11.4615,99.4506,140.986
./black_ctc_tailor/ctc_face_dev_17454.png,5,141.879,109.951,92.9385,110.02,141.052,145.314,10.0437,109.539,131.478
./cyan_ctc_tailor/ctc_face_dev_16213.png,3,182.876,177.111,176.741,144.826,132.518,131.541,51.0008,26.1377,145.942
./cyan_ctc_tailor/ctc_face_dev_19054.png,3,188.245,174.189,163.204,170.676,133.159,137.892,14.0658,45.8975,178.557
./cyan_ctc_tailor/ctc_face_dev_18719.png,3,156.71,146.71,141.37,137.528,131.898,133.596,26.8368,35.9281,139.52
./cyan_ctc_tailor/ctc_face_dev_19051.png,3,179.701,161.785,151.72,164.84,134.502,137.312,12.1906,48.4152,174.399
./cyan_ctc_tailor/ctc_face_dev_15466.png,3,152.97,128.273,108.273,116.832,137.599,146.975,13.1603,106.35,134.015
./cyan_ctc_tailor/ctc_face_dev_17799.png,3,159.35,131.888,109.509,130.972,137.353,147.15,13.2964,99.6861,148.611
./cyan_ctc_tailor/ctc_face_dev_18567.jpg,3,108.826,94.7966,75.4727,82.95,131.756,143.759,17.453,107.599,90.8056
./cyan_ctc_tailor/ctc_face_dev_17038.png,3,148.198,130.095,115.128,99.4135,136.493,144.534,13.3031,105.447,113.763
./cyan_ctc_tailor/ctc_face_dev_16383.png,3,217.1,213.723,208.39,184.701,129.595,134.805,18.6898,26.2535,185.066
./cyan_ctc_tailor/ctc_face_dev_15490.png,3,136.858,107.577,86.7186,106.437,139.529,147.52,12.1559,117.291,126.267
./cyan_ctc_tailor/ctc_face_dev_15541.png,3,151.292,131.836,118.071,116.164,135.897,141.947,12.5646,86.9286,128.721
./cyan_ctc_tailor/ctc_face_dev_17874.png,3,151.797,140.416,124.626,125.708,131.218,141.416,17.5681,68.3615,130.76
./cyan_ctc_tailor/ctc_face_dev_16295.png,3,198.535,161.804,153.769,168.333,143.136,139.598,20.8618,70.2378,193.785
./cyan_ctc_tailor/ctc_face_dev_17108.png,3,175.308,166.638,164.229,162.914,132.394,132.849,38.9127,28.2015,165.384
./cyan_ctc_tailor/ctc_face_dev_16090.png,3,129.834,123.749,118.07,108.379,130.999,133.984,19.2975,38.6159,108.734
./cyan_ctc_tailor/ctc_face_dev_15716.png,3,146.126,140.674,142.972,131.191,132.248,129.898,89.0363,22.2851,130.746
./cyan_ctc_tailor/ctc_face_dev_16763.png,3,204.18,178.566,164.521,184.195,136.514,140.221,11.468,57.2538,200.756
./cyan_ctc_tailor/ctc_face_dev_17011.png,3,165.63,137.533,115.511,133.788,137.952,147.531,12.9844,100.589,152.603
./cyan_ctc_tailor/ctc_face_dev_16211.png,3,167.156,157.24,157.93,144.493,134.169,131.241,73.0825,31.5678,148.374
./cyan_ctc_tailor/ctc_face_dev_16072.png,3,160.434,129.666,108.502,134.557,139.304,146.715,12.4292,97.3964,154.798
./cyan_ctc_tailor/ctc_face_dev_16353.png,3,181.887,172.619,161.818,119.562,133.173,142.398,15.558,77.1457,127.777
./cyan_ctc_tailor/ctc_face_dev_18951.jpg,3,188.365,167.897,147.916,138.82,136.858,149.302,14.4482,100.913,156.955
./cyan_ctc_tailor/ctc_face_dev_16388.png,3,155.572,147.482,132.54,121.432,129.949,141.47,19.1332,66.7229,124.577
./cyan_ctc_tailor/ctc_face_dev_16568.png,3,220.857,199.211,193.086,174.768,140.527,139.5,10.9933,63.9707,196.782
./cyan_ctc_tailor/ctc_face_dev_15980.png,3,171.071,156.111,151.523,154.756,134.47,134.311,34.4014,40.9668,161.659
./cyan_ctc_tailor/ctc_face_dev_18820.png,3,165.526,143.509,124.187,132.284,135.625,145.467,13.8286,90.8053,146.732
./cyan_ctc_tailor/ctc_face_dev_16702.png,3,201.194,181.942,167.003,181.704,134.416,140.597,12.8301,54.8856,194.375
./cyan_ctc_tailor/ctc_face_dev_16166.png,3,144.781,128.858,120.463,117.478,134.039,136.485,16.163,60.6618,125.229
./cyan_ctc_tailor/ctc_face_dev_16363.png,3,194.75,184.103,171.355,147.57,132.467,142.694,15.9923,67.9492,156.02
./cyan_ctc_tailor/ctc_face_dev_16697.png,3,185.202,174.827,168.924,147.722,133.758,136.12,20.1332,45.9777,154.363
./cyan_ctc_tailor/ctc_face_dev_18695.png,3,182.199,167.088,165.6,166.103,135.212,132.379,64.6269,34.2675,173.535
./cyan_ctc_tailor/ctc_face_dev_17844.png,3,171.615,145.44,124.424,137.532,137.536,147.194,13.2075,96.3863,155.782
./cyan_ctc_tailor/ctc_face_dev_19071.png,3,177.937,165.574,154.854,162.573,132.068,137.118,15.1246,43.6666,167.863
./cyan_ctc_tailor/ctc_face_dev_17092.png,3,153.556,125.521,113.269,128.84,139.377,141.071,10.5766,81.2076,146.385
./cyan_ctc_tailor/ctc_face_dev_16109.png,3,159.781,135.992,115.099,140.862,135.487,144.613,13.8286,83.0009,154.836
./cyan_ctc_tailor/ctc_face_dev_19053.png,3,169.297,150.679,142.896,143.827,136.353,137.336,16.9998,56.917,155.217
./cyan_ctc_tailor/ctc_face_dev_19064.png,3,189.452,173.118,157.725,175.124,133.347,140.292,14.1039,52.9386,184.964
./cyan_ctc_tailor/ctc_face_dev_19073.png,3,173.917,159.203,148.837,154.343,132.552,136.949,15.8976,47.9478,160.465
./cyan_ctc_tailor/ctc_face_dev_16181.png,3,141.776,124.686,115.576,113.839,134.661,137.346,17.4679,65.6087,123.007
./cyan_ctc_tailor/ctc_face_dev_19069.png,3,147.455,125.498,102.792,123.532,135.319,146.754,14.9342,97.9049,137.44
./cyan_ctc_tailor/ctc_face_dev_16774.png,3,203.989,180.581,158.853,167.708,136.961,148.79,14.1727,87.1763,187.801
./cyan_ctc_tailor/ctc_face_dev_19014.jpg,3,147.432,121.678,98.2545,116.34,137.397,148.174,13.9111,110.272,133.722
./cyan_ctc_tailor/ctc_face_dev_18629.png,3,165.417,160.013,153.734,155.885,130.299,133.742,21.0465,27.2637,155.194
./cyan_ctc_tailor/ctc_face_dev_16039.png,3,157.331,134.077,109.815,129.038,135.238,147.978,15.1039,100.213,143.752
./cyan_ctc_tailor/ctc_face_dev_16945.png,3,187.802,171.745,158.817,168.691,133.237,139.031,14.3204,51.4478,177.849
./normal_ctc_tailor/ctc_face_dev_16608.png,1,216.761,195.052,192.225,177.382,138.619,136.641,30.0282,51.1219,194.305
./normal_ctc_tailor/ctc_face_dev_16784.png,1,210.741,195.629,187.44,181.612,134.956,137.672,10.4821,47.1176,193.373
./normal_ctc_tailor/ctc_face_dev_17615.png,1,168.676,128.045,107.1,139.518,142.571,147.28,10.1455,102.771,165.71
./normal_ctc_tailor/ctc_face_dev_17131.png,1,157.018,151.386,155.859,138.059,133.415,130.236,111.22,23.3582,139.055
./normal_ctc_tailor/ctc_face_dev_17568.png,1,164.782,130.55,117.67,140.341,141.227,141.825,8.01121,82.5413,161.674
./normal_ctc_tailor/ctc_face_dev_16339.png,1,218.431,182.553,178.533,182.471,143.062,137.593,18.2789,61.3249,208.183
./normal_ctc_tailor/ctc_face_dev_16655.png,1,232.019,180.154,170.386,188.507,148.945,142.976,6.44187,81.5726,227.867
./normal_ctc_tailor/ctc_face_dev_18418.png,1,174.658,148.768,138.067,151.548,138.205,139.393,9.51616,66.2207,167.653
./normal_ctc_tailor/ctc_face_dev_18216.png,1,171.83,135.883,115.673,133.94,141.928,147.916,10.7176,107.695,159.084
./normal_ctc_tailor/ctc_face_dev_16537.png,1,184.88,158.7,148.796,153.283,139.413,139.966,10.2864,70.3543,171.773
./normal_ctc_tailor/ctc_face_dev_17600.png,1,166.476,132.079,119.03,139.182,141.727,142.397,8.07728,85.5097,161.403
./normal_ctc_tailor/ctc_face_dev_15566.png,1,182.893,168.058,173.309,140.526,138.101,129.747,143.415,43.1592,150.463
./normal_ctc_tailor/ctc_face_dev_15704.png,1,167.866,139.044,127.77,144.695,139.067,139.818,10.6822,73.7822,163.108
./normal_ctc_tailor/ctc_face_dev_18161.jpg,1,136.315,141.939,145.761,117.083,128.226,129.35,27.6308,7.58786,110.008
./normal_ctc_tailor/ctc_face_dev_18810.jpg,1,150.502,126.123,116.346,139.273,136.488,137.341,18.1905,59.7159,151.15
./normal_ctc_tailor/ctc_face_dev_16335.png,1,192.743,173.168,159.917,172.356,135.027,140.322,13.1364,58.6404,184.979
./normal_ctc_tailor/ctc_face_dev_16661.png,1,156.271,160.467,165.898,130.442,130.761,130.148,57.451,14.3455,127.045
./normal_ctc_tailor/ctc_face_dev_16490.png,1,169.244,141.03,128.69,152.778,137.834,139.455,9.0694,67.9296,169.538
./normal_ctc_tailor/ctc_face_dev_16592.png,1,199.915,178.876,174.667,174.387,137.597,135.488,34.9965,47.9214,188.606
./normal_ctc_tailor/ctc_face_dev_18170.png,1,168.55,153.723,154.947,149.282,135.895,130.826,98.8621,34.5161,156.137
./normal_ctc_tailor/ctc_face_dev_16022.png,1,229.703,182.833,171.214,192.719,146.257,142.835,6.51843,76.1513,227.82
./normal_ctc_tailor/ctc_face_dev_16253.png,1,198.392,162.355,147.815,162.959,142.853,144.217,8.44595,86.2258,189.908
./normal_ctc_tailor/ctc_face_dev_16291.png,1,180.454,142.702,127.914,151.262,142.334,143.369,8.248,85.7722,176.203
./normal_ctc_tailor/ctc_face_dev_17236.png,1,174.474,135.77,126.221,136.867,144.682,141.416,17.066,88.0636,163.608
./normal_ctc_tailor/ctc_face_dev_18864.png,1,156.786,133.304,119.055,129.416,137.489,142.175,11.0388,81.4834,144.542
./normal_ctc_tailor/ctc_face_dev_17923.png,1,143.172,115.451,101.11,113.338,139.393,142.865,9.96355,96.5634,131.479
./normal_ctc_tailor/ctc_face_dev_17624.png,1,186.815,153.494,146.446,147.463,143.783,139.864,7.91563,77.6455,172.185
./normal_ctc_tailor/ctc_face_dev_16318.png,1,211.741,177.28,169.118,175.504,142.491,139.858,8.7266,68.4233,201.146
./normal_ctc_tailor/ctc_face_dev_16064.png,1,160.394,132.877,118.438,119.355,139.303,143.54,10.1859,96.9708,138.135
./normal_ctc_tailor/ctc_face_dev_19204.png,1,166.182,142,138.267,142.703,139.009,135.282,37.5626,55.9852,157.523
./normal_ctc_tailor/ctc_face_dev_16596.png,1,209.02,174.409,165.123,170.163,142.225,140.76,9.68338,71.6139,195.54
./normal_ctc_tailor/ctc_face_dev_15876.png,1,210.403,183.23,172.24,177.894,139.769,141.001,8.51063,66.0531,199.477
./normal_ctc_tailor/ctc_face_dev_17402.png,1,205.374,190.108,193.115,186.413,136.328,131.204,97.1613,31.4294,196.146
./normal_ctc_tailor/ctc_face_dev_18547.png,1,158.679,142.32,139.812,146.726,135.07,132.721,47.4287,38.2698,153.465
./normal_ctc_tailor/ctc_face_dev_18608.png,1,179.403,161.425,161.133,164.131,136.707,132.265,76.5779,37.5897,173.761
./normal_ctc_tailor/ctc_face_dev_19117.jpg,1,158.854,135.089,131.091,125.484,139.021,135.484,20.3882,66.8728,140.621
./normal_ctc_tailor/ctc_face_dev_18924.png,1,211.522,175.22,159.955,170.916,143.548,145.693,8.73656,86.457,200.609
./normal_ctc_tailor/ctc_face_dev_16706.png,1,196.404,174.276,159.552,173.327,136.087,141.38,11.7226,61.9312,188.472
./normal_ctc_tailor/ctc_face_dev_17558.png,1,175.714,145.344,131.376,146.286,139.725,142.271,9.25792,79.8115,166.202
./normal_ctc_tailor/ctc_face_dev_15758.png,1,173.346,142.376,131.97,140.818,141.063,140.679,8.13722,82.264,162.374
./normal_ctc_tailor/ctc_face_dev_18585.png,1,219.761,186.649,180.948,184.963,142.508,138.707,17.8783,62.6739,210.457
./normal_ctc_tailor/ctc_face_dev_17598.png,1,189.692,149.455,133.61,157.892,143.552,144.683,8.23085,88.6051,185.63
./normal_ctc_tailor/ctc_face_dev_17895.png,1,208.498,172.713,156.173,178.473,141.051,143.96,9.27659,76.3555,204.137
./normal_ctc_tailor/ctc_face_dev_17521.png,1,193.347,154.716,141.31,152.097,144.781,144.673,7.79588,92.3799,181.211
./normal_ctc_tailor/ctc_face_dev_16343.png,1,208.979,180.979,174.069,179.152,139.326,137.691,11.4698,55.8711,198.558
./normal_ctc_tailor/ctc_face_dev_16923.png,1,233.562,188.744,173.898,198.063,144.328,143.95,7.52005,75.1782,231.194
./normal_ctc_tailor/ctc_face_dev_16147.png,1,151.781,134.343,124.982,123.945,135.178,137.943,10.6272,65.3286,133.5
./normal_ctc_tailor/ctc_face_dev_19134.jpg,1,173.665,146.138,139.723,154.992,138.912,136.533,19.563,57.1453,170.858
./normal_ctc_tailor/ctc_face_dev_18497.jpg,1,131.993,117.353,97.7268,100.556,132.987,144.869,16.8345,99.3134,109.816
./normal_ctc_tailor/ctc_face_dev_16275.png,1,204.453,167.441,158.303,177.466,142.01,139.482,8.82938,65.9083,202.132
./normal_ctc_tailor/ctc_face_dev_15832.png,1,155.794,144.138,143.356,131.272,135.058,132.593,59.2469,40.8719,137.444
./normal_ctc_tailor/ctc_face_dev_18411.jpg,1,184.144,156.475,143.291,160.107,138.407,140.867,9.43077,68.2856,177.95
./normal_ctc_tailor/ctc_face_dev_17123.png,1,183.385,166.974,165.348,157.373,136.21,132.924,56.1221,40.7041,166.688
./normal_ctc_tailor/ctc_face_dev_17291.png,1,169.295,143.97,136.223,144.453,138.402,137.641,12.7867,63.8877,160.245
./normal_ctc_tailor/ctc_face_dev_16474.png,1,187.154,179.862,177.101,174.343,131.322,132.017,32.884,22.5965,175.425
./normal_ctc_tailor/ctc_face_dev_17126.png,1,178.367,128.149,108.18,138.837,147.623,149.238,8.43656,114.871,173.089
./normal_ctc_tailor/ctc_face_dev_17005.png,1,154.124,124.905,112.369,125.46,140.07,141.775,9.13866,86.7285,144.288
./normal_ctc_tailor/ctc_face_dev_18205.png,1,176.278,147.289,127.103,146.14,138.656,146.264,12.1666,91.1927,166.142
./normal_ctc_tailor/ctc_face_dev_17433.png,1,170.357,141.317,127.3,139.114,139.125,142.172,9.79335,82.879,158.167
./normal_ctc_tailor/ctc_face_dev_16107.png,1,152.643,129.633,115.502,121.884,137.706,142.538,11.1514,86.7737,137.23
./normal_ctc_tailor/ctc_face_dev_18461.png,1,222.016,194.924,195.484,188.285,139.637,134.161,60.1775,44.7632,206.156
./normal_ctc_tailor/ctc_face_dev_15564.png,1,180.365,152.645,146.131,136.549,141.587,138.867,11.9742,77.9484,157.51
./normal_ctc_tailor/ctc_face_dev_16169.png,1,207.417,166.012,145.37,174.968,142.643,146.879,9.734,87.5474,204.161
./normal_ctc_tailor/ctc_face_dev_15499.png,1,163.209,147.372,137.269,136.204,133.732,137.784,14.4734,57.7276,143.803
./normal_ctc_tailor/ctc_face_dev_18373.png,1,156.988,129.764,112.438,111.514,140.16,146.925,11.5822,113.921,132.278
./normal_ctc_tailor/ctc_face_dev_18322.png,1,192.137,166.65,153.772,169.535,137.374,140.293,10.4017,62.4584,186.189
./normal_ctc_tailor/ctc_face_dev_18100.jpg,1,167.815,149.742,140.339,138.231,135.795,138.135,10.3406,60.4412,149.256
./normal_ctc_tailor/ctc_face_dev_18871.png,1,194.908,168.927,163.883,169.898,139.394,136.237,24.5568,53.9249,187.265
./normal_ctc_tailor/ctc_face_dev_17400.png,1,184.846,149.889,127.498,159.927,139.557,146.513,11.5158,88.0615,182.643
./normal_ctc_tailor/ctc_face_dev_16635.png,1,167.155,152.101,149.574,155.354,135.003,133.151,52.0149,37.5488,162.401
./normal_ctc_tailor/ctc_face_dev_15830.png,1,180.768,168.42,169.84,155.077,135.926,130.975,95.1661,32.6822,161.878
./normal_ctc_tailor/ctc_face_dev_17003.png,1,159.228,131.836,118.288,129.404,138.758,141.907,10.2213,84.5435,146.661
./normal_ctc_tailor/ctc_face_dev_16228.png,1,161.858,145.349,146.026,135.085,136.96,131.884,85.829,44.665,144.055
./normal_ctc_tailor/ctc_face_dev_15597.png,1,251.491,174.318,145.703,189.191,158.968,160.679,8.5245,129.019,250.851
./normal_ctc_tailor/ctc_face_dev_16413.png,1,189.655,178.738,178.402,170.307,134.381,132.118,56.9096,30.0185,176.075
./normal_ctc_tailor/ctc_face_dev_19198.png,1,176.845,137.739,123.377,147.098,143.197,143.521,7.81926,88.3421,173.017
./normal_ctc_tailor/ctc_face_dev_17168.png,1,191.946,160.233,145.255,156.301,140.711,143.873,9.43588,82.5075,179.4
./normal_ctc_tailor/ctc_face_dev_17902.png,1,138.744,117.127,105.527,121.269,136.137,139.122,10.6855,72.1632,132.889
./normal_ctc_tailor/ctc_face_dev_16586.png,1,216.023,182.124,175.656,177.02,141.718,138.695,10.1382,63.4173,201.035
./normal_ctc_tailor/ctc_face_dev_15588.png,1,156.055,128.916,116.323,130.014,138.748,141.054,9.40186,80.5434,146.897
./normal_ctc_tailor/ctc_face_dev_18425.png,1,175.095,154.235,150.733,152.881,137.673,134.668,30.3442,48.2889,165.252
./normal_ctc_tailor/ctc_face_dev_16726.png,1,160.841,164.868,174.18,140.43,130.567,128.123,89.617,12.4957,136.416
./normal_ctc_tailor/ctc_face_dev_18264.png,1,138.929,106.477,86.7098,121.545,139.242,144.973,11.1667,100.01,140.53
./normal_ctc_tailor/ctc_face_dev_17412.png,1,222.978,205.911,208.935,191.57,137.194,130.668,115.372,32.0088,203.373
./normal_ctc_tailor/ctc_face_dev_16653.png,1,156.83,146.269,145.588,146.223,133.382,131.378,61.2179,28.8941,149.013
./normal_ctc_tailor/ctc_face_dev_17112.png,1,211.01,190.271,188.572,182.394,137.371,133.289,58.617,39.8215,195.946
./normal_ctc_tailor/ctc_face_dev_17371.png,1,177.454,156.708,156.727,159.32,137.985,132.55,79.1263,42.6305,171.375
./normal_ctc_tailor/ctc_face_dev_18390.jpg,1,161.264,149.371,151.456,141.047,134.242,129.694,94.7197,29.047,144.388
./normal_ctc_tailor/ctc_face_dev_17449.png,1,199.56,176.993,174.857,171.71,139.283,134.468,47.1951,48.0894,187.891
./normal_ctc_tailor/ctc_face_dev_17577.png,1,193.611,158.965,140.514,158.611,141.473,146.33,10.2318,90.4703,184.1
./normal_ctc_tailor/ctc_face_dev_18570.png,1,208.232,183.258,178.417,187.054,137.522,135.89,30.3216,45.7867,202.506
./normal_ctc_tailor/ctc_face_dev_17575.png,1,147.972,120.904,110.022,130.326,138.387,139.389,9.173,73.4979,145.57
./normal_ctc_tailor/ctc_face_dev_16088.png,1,159.638,134.69,120.982,127.01,138.811,142.728,10.3744,87.0265,144.327
./normal_ctc_tailor/ctc_face_dev_18345.png,1,188.056,159.752,150.242,154.374,140.863,140.486,9.24663,72.3505,175.29
./normal_ctc_tailor/ctc_face_dev_16226.png,1,142.561,134.884,136.005,134.496,132.875,130.982,67.9393,27.693,135.795
./normal_ctc_tailor/ctc_face_dev_16060.png,1,149.143,121.637,104.592,122.598,138.634,144.214,11.2578,94.242,140.301
./normal_ctc_tailor/ctc_face_dev_18753.jpg,1,151.065,128.505,120.938,124.512,137.868,137.477,9.0544,67.6665,137.988
./normal_ctc_tailor/ctc_face_dev_18928.png,1,170.618,146.584,130.237,139.425,136.461,143.083,12.6204,79.678,154.517
./normal_ctc_tailor/ctc_face_dev_15503.png,1,168.97,145.775,131.573,130.562,136.953,142.469,11.8247,84.2197,145.727
./normal_ctc_tailor/ctc_face_dev_15484.png,1,155.688,131.445,114.619,125.956,137.345,143.96,12.0601,90.1157,141.737
./normal_ctc_tailor/ctc_face_dev_17465.png,1,161.83,132.692,114.165,135.135,138.324,144.57,11.4143,90.6797,153.551
./normal_ctc_tailor/ctc_face_dev_17613.png,1,183.344,156.716,144.515,142.832,140.062,142.59,9.31933,82.7941,163.146
./normal_ctc_tailor/ctc_face_dev_18712.png,1,140.398,113.872,98.9099,102.731,139.81,144.346,10.5758,108.798,121.678
./normal_ctc_tailor/ctc_face_dev_19179.png,1,185.711,148.398,136.905,149.014,143.856,142.531,7.60257,85.9145,175.593
./normal_ctc_tailor/ctc_face_dev_16124.png,1,166.394,139.61,119.431,137.819,137.947,146.124,12.6177,92.4867,156.081
./normal_ctc_tailor/ctc_face_dev_17490.png,1,167.168,139.85,132.801,143.471,139.354,137.435,20.4335,64.7954,159.942
./normal_ctc_tailor/ctc_face_dev_18407.jpg,1,187.038,161.686,148.837,159.357,138.013,140.984,9.78354,68.2208,176.546
./normal_ctc_tailor/ctc_face_dev_15648.png,1,145.094,130.751,126.856,123.64,134.873,133.898,28.6213,46.6021,130.26
./normal_ctc_tailor/ctc_face_dev_16407.png,1,158.844,156.07,148.134,150.889,128.572,134.307,21.5436,27.1921,147.678
./normal_ctc_tailor/ctc_face_dev_17463.png,1,153.616,124.617,107.787,120.041,139.686,144.901,10.7957,101.102,139.798
./normal_ctc_tailor/ctc_face_dev_17164.png,1,189.117,177.272,166.41,173.39,132.129,137.431,15.6796,42.3585,179.253
./normal_ctc_tailor/ctc_face_dev_17264.png,1,168.96,134.989,122.919,134.683,142.575,142.526,7.49282,90.2547,158.088
